id,intended_urgency,intended_emotion,evaluated_urgency,evaluated_emotion,urgency_changed,emotion_changed,any_changed
2140,Medium,Low,High,Medium,True,True,True
2141,Medium,Low,High,Medium,True,True,True
2142,Medium,Low,High,Medium,True,True,True
2143,Medium,Low,High,Medium,True,True,True
2144,Medium,Low,High,Medium,True,True,True
2145,Medium,Low,High,High,True,True,True
2146,Medium,Low,High,Medium,True,True,True
2147,Medium,Low,High,Medium,True,True,True
2148,Medium,Low,High,Medium,True,True,True
2149,Medium,Low,High,Medium,True,True,True
2150,Medium,Low,High,High,True,True,True
2151,Medium,Low,High,Medium,True,True,True
2152,Medium,Low,High,Medium,True,True,True
2153,Medium,Low,High,Medium,True,True,True
2154,Medium,Low,High,Medium,True,True,True
2156,Medium,Low,High,Medium,True,True,True
2157,Medium,Low,High,Medium,True,True,True
2159,Medium,Low,High,Medium,True,True,True
2162,Medium,Low,High,Medium,True,True,True
2163,Medium,Low,High,Medium,True,True,True
2164,Medium,Low,High,Medium,True,True,True
2165,Medium,Low,High,Medium,True,True,True
2166,Medium,Low,High,Medium,True,True,True
2167,Medium,Low,High,Medium,True,True,True
2168,Medium,Low,Medium,Medium,False,True,True
2170,Medium,Low,Low,Low,True,False,True
2171,Medium,Low,High,High,True,True,True
2172,Medium,Low,High,High,True,True,True
2173,Medium,Low,High,Medium,True,True,True
2174,Medium,Low,High,Medium,True,True,True
2175,Medium,Low,Medium,Medium,False,True,True
2176,Medium,Low,High,Medium,True,True,True
2177,Medium,Low,High,Medium,True,True,True
2178,Medium,Low,Medium,Medium,False,True,True
2179,Medium,Low,High,High,True,True,True
2180,Medium,Low,High,Medium,True,True,True
2181,Medium,Low,High,High,True,True,True
2183,Medium,Low,High,Medium,True,True,True
2184,Medium,Low,High,Medium,True,True,True
2185,Medium,Low,High,Low,True,False,True
2186,Medium,Low,Low,Low,True,False,True
2187,Medium,Low,Medium,Medium,False,True,True
2188,Medium,Low,High,High,True,True,True
2189,Medium,Low,High,High,True,True,True
2190,Medium,Low,Medium,Medium,False,True,True
2191,Medium,Low,High,High,True,True,True
2192,Medium,Low,High,Medium,True,True,True
2193,Medium,Low,High,High,True,True,True
2194,Medium,Low,High,High,True,True,True
2195,Medium,Low,High,Low,True,False,True
2196,Medium,Low,High,Medium,True,True,True
2197,Medium,Low,High,Low,True,False,True
2198,Medium,Low,High,Medium,True,True,True
2199,Medium,Low,High,Medium,True,True,True
2200,Medium,Low,High,High,True,True,True
2201,Medium,Low,Medium,Medium,False,True,True
2202,Medium,Low,Medium,Medium,False,True,True
2203,Medium,Low,High,Medium,True,True,True
2204,Medium,Low,High,Low,True,False,True
2205,Medium,Low,High,Low,True,False,True
2207,Medium,Low,High,Medium,True,True,True
2208,Medium,Low,High,Medium,True,True,True
2209,Medium,Low,High,Medium,True,True,True
2210,Medium,Low,High,Medium,True,True,True
2211,Medium,Low,Medium,Medium,False,True,True
2212,Medium,Low,High,Medium,True,True,True
2213,Medium,Low,High,Medium,True,True,True
2214,Medium,Low,Medium,Medium,False,True,True
2215,Medium,Low,Low,Low,True,False,True
2217,Medium,Low,High,High,True,True,True
2218,Medium,Low,High,Medium,True,True,True
2219,Medium,Low,High,Medium,True,True,True
2220,Medium,Low,High,High,True,True,True
2221,Medium,Low,High,Medium,True,True,True
2222,Medium,Low,High,Medium,True,True,True
2223,Medium,Low,High,High,True,True,True
2224,Medium,Low,High,Medium,True,True,True
2225,Medium,Low,High,Medium,True,True,True
2226,Medium,Low,High,High,True,True,True
2227,Medium,Low,High,Medium,True,True,True
2228,Medium,Low,High,Medium,True,True,True
2229,Medium,Low,High,High,True,True,True
2230,Medium,Low,High,Medium,True,True,True
2231,Medium,Low,High,High,True,True,True
2232,Medium,Low,High,High,True,True,True
2233,Medium,Low,High,Medium,True,True,True
2234,Medium,Low,Medium,Medium,False,True,True
2235,Medium,Low,High,Medium,True,True,True
2236,Medium,Low,High,Medium,True,True,True
2237,Medium,Low,High,High,True,True,True
2238,Medium,Low,Medium,Medium,False,True,True
2239,Medium,Low,High,Medium,True,True,True
2240,Medium,Low,High,Medium,True,True,True
2241,Medium,Low,High,Low,True,False,True
2243,Medium,Low,High,Medium,True,True,True
2244,Medium,Low,High,Medium,True,True,True
2247,Medium,Low,High,Medium,True,True,True
2249,Medium,Low,High,Medium,True,True,True
2250,Medium,Low,High,Medium,True,True,True
2251,Medium,Low,High,Medium,True,True,True
2252,Medium,Low,Medium,Medium,False,True,True
2253,Medium,Low,High,Medium,True,True,True
2254,Medium,Low,High,Medium,True,True,True
2255,Medium,Low,High,High,True,True,True
2257,Medium,Low,Medium,Medium,False,True,True
2258,Medium,Low,High,Medium,True,True,True
2259,Medium,Low,High,High,True,True,True
2260,Medium,Low,High,Medium,True,True,True
2261,Medium,Low,Medium,Medium,False,True,True
2262,Medium,Low,High,Medium,True,True,True
2263,Medium,Low,Medium,Medium,False,True,True
2264,Medium,Low,High,High,True,True,True
2265,Medium,Low,High,Medium,True,True,True
2266,Medium,Low,High,High,True,True,True
2267,Medium,Low,Medium,Medium,False,True,True
2268,Medium,Low,Medium,Medium,False,True,True
2269,Medium,Low,Medium,Medium,False,True,True
2270,Medium,Low,High,High,True,True,True
2271,Medium,Low,High,Medium,True,True,True
2272,Medium,Low,High,Medium,True,True,True
2274,Medium,Low,High,Medium,True,True,True
2276,Medium,Low,High,High,True,True,True
2277,Medium,Low,High,High,True,True,True
2278,Medium,Low,High,High,True,True,True
2279,Medium,Low,High,Medium,True,True,True
2280,Medium,Low,Medium,High,False,True,True
2281,Medium,Low,High,Medium,True,True,True
2282,Medium,Low,Medium,Medium,False,True,True
2284,Medium,Low,High,Medium,True,True,True
2285,Medium,Low,Medium,Medium,False,True,True
2286,Medium,Low,Medium,Medium,False,True,True
2287,Medium,Low,Low,Low,True,False,True
2288,Medium,Low,High,Medium,True,True,True
2289,Medium,Low,High,Medium,True,True,True
2290,Medium,Low,High,Medium,True,True,True
2291,Medium,Low,High,Medium,True,True,True
2293,Medium,Low,High,Medium,True,True,True
2294,Medium,Low,High,Medium,True,True,True
2296,Medium,Low,High,Medium,True,True,True
2297,Medium,Low,High,Medium,True,True,True
2298,Medium,Low,High,Medium,True,True,True
2299,Medium,Low,High,Medium,True,True,True
2300,Medium,Low,High,Medium,True,True,True
2301,Medium,Low,High,Low,True,False,True
2302,Medium,Low,High,Medium,True,True,True
2303,Medium,Low,High,Medium,True,True,True
2304,Medium,Low,High,Medium,True,True,True
2307,Medium,Low,High,Medium,True,True,True
2308,Medium,Low,Medium,Medium,False,True,True
2309,Medium,Low,Medium,Medium,False,True,True
2310,Medium,Low,High,Medium,True,True,True
2311,Medium,Low,High,Medium,True,True,True
2312,Medium,Low,Medium,High,False,True,True
2313,Medium,Low,High,Medium,True,True,True
2314,Medium,Low,High,Medium,True,True,True
2315,Medium,Low,High,Medium,True,True,True
2316,Medium,Low,High,Medium,True,True,True
2317,Medium,Low,High,Medium,True,True,True
2318,Medium,Low,High,High,True,True,True
2319,Medium,Low,High,Medium,True,True,True
2321,Medium,Low,High,Low,True,False,True
2322,Medium,Low,High,Medium,True,True,True
2323,Medium,Low,High,Medium,True,True,True
2324,Medium,Low,High,Low,True,False,True
2325,Medium,Low,High,Medium,True,True,True
2326,Medium,Low,Medium,Medium,False,True,True
2327,Medium,Low,High,Medium,True,True,True
2328,Medium,Low,High,Low,True,False,True
2329,Medium,Low,Medium,Medium,False,True,True
2330,Medium,Low,High,Low,True,False,True
2331,Medium,Low,High,Medium,True,True,True
2332,Medium,Low,High,Low,True,False,True
2333,Medium,Low,High,Low,True,False,True
2334,Medium,Low,High,Medium,True,True,True
2335,Medium,Low,High,Medium,True,True,True
2336,Medium,Low,Low,Medium,True,True,True
2337,Medium,Low,High,High,True,True,True
2339,Medium,Low,High,Medium,True,True,True
2340,Medium,Low,High,Medium,True,True,True
2341,Medium,Low,High,Medium,True,True,True
2343,Medium,Low,High,Medium,True,True,True
2344,Medium,Low,High,Medium,True,True,True
2346,Medium,Low,High,Medium,True,True,True
2348,Medium,Low,High,Medium,True,True,True
2349,Medium,Low,High,Medium,True,True,True
2350,Medium,Low,High,Low,True,False,True
2351,Medium,Low,High,Medium,True,True,True
2352,Medium,Low,High,Medium,True,True,True
2353,Medium,Low,High,High,True,True,True
2354,Medium,Low,High,Medium,True,True,True
2355,Medium,Low,High,Medium,True,True,True
2356,Medium,Low,High,High,True,True,True
2358,Medium,Low,High,Medium,True,True,True
2360,Medium,Low,High,Medium,True,True,True
2361,Medium,Low,High,Low,True,False,True
2363,Medium,Low,High,Medium,True,True,True
2364,Medium,Low,High,Medium,True,True,True
2365,Medium,Low,High,Medium,True,True,True
2366,Medium,Low,High,Medium,True,True,True
2367,Medium,Low,High,Medium,True,True,True
2368,Medium,Low,High,Medium,True,True,True
2369,Medium,Low,High,Medium,True,True,True
2370,Medium,Low,High,Medium,True,True,True
2371,Medium,Low,High,Medium,True,True,True
2372,Medium,Low,High,Medium,True,True,True
2373,Medium,Low,Medium,Medium,False,True,True
2374,Medium,Low,Medium,Medium,False,True,True
2375,Medium,Low,High,Medium,True,True,True
2376,Medium,Low,High,Low,True,False,True
2377,Medium,Low,High,Medium,True,True,True
2378,Medium,Low,High,Medium,True,True,True
2379,Medium,Low,High,Medium,True,True,True
2380,Medium,Low,High,Medium,True,True,True
2381,Medium,Low,High,Medium,True,True,True
2382,Medium,Low,High,Medium,True,True,True
2384,Medium,Low,High,Medium,True,True,True
2385,Medium,Low,High,Medium,True,True,True
2386,Medium,Low,High,Low,True,False,True
2387,Medium,Low,High,Low,True,False,True
2389,Medium,Low,High,Low,True,False,True
2390,Medium,Low,High,Medium,True,True,True
2391,Medium,Low,High,Low,True,False,True
2392,Medium,Low,Medium,Medium,False,True,True
2393,Medium,Low,High,High,True,True,True
2394,Medium,Low,High,Medium,True,True,True
2395,Medium,Low,High,Low,True,False,True
2396,Medium,Low,High,High,True,True,True
2397,Medium,Low,High,Medium,True,True,True
2398,Medium,Low,High,High,True,True,True
2400,Medium,Low,High,Medium,True,True,True
2401,Medium,Low,High,Medium,True,True,True
2402,Medium,Low,High,Medium,True,True,True
2403,Medium,Low,Medium,Medium,False,True,True
2404,Medium,Low,High,Medium,True,True,True
2405,Medium,Low,High,High,True,True,True
2406,Medium,Low,High,Medium,True,True,True
2407,Medium,Low,High,Medium,True,True,True
2408,Medium,Low,Low,Low,True,False,True
2409,Medium,Low,Low,Low,True,False,True
2410,Medium,Low,Medium,Medium,False,True,True
2411,Medium,Low,Low,Low,True,False,True
2412,Medium,Low,High,Medium,True,True,True
2413,Medium,Low,High,Medium,True,True,True
2414,Medium,Low,High,Medium,True,True,True
2415,Medium,Low,High,Medium,True,True,True
2416,Medium,Low,High,Medium,True,True,True
2417,Medium,Low,High,High,True,True,True
2418,Medium,Medium,High,High,True,True,True
2419,Medium,Medium,High,High,True,True,True
2420,Medium,Medium,High,High,True,True,True
2421,Medium,Medium,High,High,True,True,True
2422,Medium,Medium,High,High,True,True,True
2423,Medium,Medium,Low,Medium,True,False,True
2424,Medium,Medium,Low,Medium,True,False,True
2425,Medium,Medium,Medium,High,False,True,True
2426,Medium,Medium,Medium,High,False,True,True
2427,Medium,Medium,Medium,High,False,True,True
2428,Medium,Medium,Medium,High,False,True,True
2429,Medium,Medium,High,High,True,True,True
2430,Medium,Medium,High,High,True,True,True
2431,Medium,Medium,Medium,High,False,True,True
2433,Medium,Medium,High,High,True,True,True
2434,Medium,Medium,High,High,True,True,True
2435,Medium,Medium,High,High,True,True,True
2437,Medium,Medium,High,High,True,True,True
2438,Medium,Medium,High,High,True,True,True
2439,Medium,Medium,High,High,True,True,True
2440,Medium,Medium,High,High,True,True,True
2441,Medium,Medium,Low,Medium,True,False,True
2442,Medium,Medium,High,High,True,True,True
2443,Medium,Medium,High,High,True,True,True
2444,Medium,Medium,High,Medium,True,False,True
2445,Medium,Medium,High,High,True,True,True
2446,Medium,Medium,High,High,True,True,True
2447,Medium,Medium,High,High,True,True,True
2448,Medium,Medium,High,High,True,True,True
2449,Medium,Medium,High,High,True,True,True
2450,Medium,Medium,High,High,True,True,True
2451,Medium,Medium,High,High,True,True,True
2452,Medium,Medium,High,Medium,True,False,True
2453,Medium,Medium,Low,Medium,True,False,True
2454,Medium,Medium,High,Medium,True,False,True
2455,Medium,Medium,Medium,High,False,True,True
2456,Medium,Medium,High,High,True,True,True
2457,Medium,Medium,High,High,True,True,True
2458,Medium,Medium,High,High,True,True,True
2459,Medium,Medium,High,High,True,True,True
2460,Medium,Medium,High,High,True,True,True
2462,Medium,Medium,High,Medium,True,False,True
2463,Medium,Medium,High,High,True,True,True
2464,Medium,Medium,High,High,True,True,True
2465,Medium,Medium,High,High,True,True,True
2467,Medium,Medium,High,Medium,True,False,True
2468,Medium,Medium,High,High,True,True,True
2469,Medium,Medium,High,High,True,True,True
2470,Medium,Medium,High,High,True,True,True
2471,Medium,Medium,High,High,True,True,True
2472,Medium,Medium,High,Medium,True,False,True
2473,Medium,Medium,High,Medium,True,False,True
2474,Medium,Medium,High,High,True,True,True
2475,Medium,Medium,High,High,True,True,True
2476,Medium,Medium,High,High,True,True,True
2477,Medium,Medium,High,High,True,True,True
2478,Medium,Medium,High,High,True,True,True
2479,Medium,Medium,High,High,True,True,True
2482,Medium,Medium,High,Medium,True,False,True
2483,Medium,Medium,High,Medium,True,False,True
2484,Medium,Medium,High,High,True,True,True
2485,Medium,Medium,High,High,True,True,True
2487,Medium,Medium,High,High,True,True,True
2488,Medium,Medium,High,Medium,True,False,True
2489,Medium,Medium,High,High,True,True,True
2490,Medium,Medium,High,Medium,True,False,True
2491,Medium,Medium,High,Medium,True,False,True
2492,Medium,Medium,High,High,True,True,True
2493,Medium,Medium,High,High,True,True,True
2494,Medium,Medium,High,High,True,True,True
2495,Medium,Medium,High,High,True,True,True
2496,Medium,Medium,High,Medium,True,False,True
2497,Medium,Medium,High,High,True,True,True
2498,Medium,Medium,High,High,True,True,True
2499,Medium,Medium,High,High,True,True,True
2500,Medium,Medium,High,High,True,True,True
2501,Medium,Medium,High,High,True,True,True
2502,Medium,Medium,High,High,True,True,True
2504,Medium,Medium,High,Medium,True,False,True
2505,Medium,Medium,High,Medium,True,False,True
2506,Medium,Medium,High,High,True,True,True
2507,Medium,Medium,High,Medium,True,False,True
2508,Medium,Medium,High,High,True,True,True
2509,Medium,Medium,High,High,True,True,True
2510,Medium,Medium,High,High,True,True,True
2511,Medium,Medium,High,High,True,True,True
2512,Medium,Medium,High,Medium,True,False,True
2513,Medium,Medium,High,Medium,True,False,True
2514,Medium,Medium,High,High,True,True,True
2515,Medium,Medium,High,High,True,True,True
2517,Medium,Medium,High,High,True,True,True
2518,Medium,Medium,High,Medium,True,False,True
2519,Medium,Medium,High,High,True,True,True
2520,Medium,Medium,High,High,True,True,True
2521,Medium,Medium,High,Medium,True,False,True
2522,Medium,Medium,High,Medium,True,False,True
2523,Medium,Medium,Medium,High,False,True,True
2524,Medium,Medium,High,High,True,True,True
2527,Medium,Medium,High,Medium,True,False,True
2528,Medium,Medium,High,Medium,True,False,True
2529,Medium,Medium,High,High,True,True,True
2530,Medium,Medium,High,High,True,True,True
2531,Medium,Medium,Medium,High,False,True,True
2532,Medium,Medium,High,High,True,True,True
2533,Medium,Medium,High,Medium,True,False,True
2534,Medium,Medium,High,Medium,True,False,True
2535,Medium,Medium,Low,Medium,True,False,True
2536,Medium,Medium,High,High,True,True,True
2537,Medium,Medium,High,High,True,True,True
2538,Medium,Medium,Medium,High,False,True,True
2539,Medium,Medium,High,Medium,True,False,True
2540,Medium,Medium,High,High,True,True,True
2541,Medium,Medium,High,Medium,True,False,True
2542,Medium,Medium,Low,High,True,True,True
2543,Medium,Medium,High,High,True,True,True
2545,Medium,Medium,High,Medium,True,False,True
2546,Medium,Medium,High,High,True,True,True
2547,Medium,Medium,High,Medium,True,False,True
2548,Medium,Medium,High,Medium,True,False,True
2550,Medium,Medium,High,High,True,True,True
2551,Medium,Medium,High,High,True,True,True
2552,Medium,Medium,Medium,High,False,True,True
2553,Medium,Medium,High,Medium,True,False,True
2555,Medium,Medium,Medium,High,False,True,True
2556,Medium,Medium,High,High,True,True,True
2557,Medium,Medium,High,High,True,True,True
2560,Medium,Medium,High,Medium,True,False,True
2561,Medium,Medium,High,High,True,True,True
2563,Medium,Medium,High,Medium,True,False,True
2564,Medium,Medium,High,Medium,True,False,True
2566,Medium,Medium,High,Medium,True,False,True
2567,Medium,Medium,High,Medium,True,False,True
2568,Medium,Medium,High,High,True,True,True
2569,Medium,Medium,High,High,True,True,True
2570,Medium,Medium,High,High,True,True,True
2571,Medium,Medium,High,High,True,True,True
2572,Medium,Medium,High,Medium,True,False,True
2573,Medium,Medium,High,High,True,True,True
2574,Medium,Medium,High,High,True,True,True
2575,Medium,Medium,High,Medium,True,False,True
2576,Medium,Medium,High,High,True,True,True
2577,Medium,Medium,High,Medium,True,False,True
2578,Medium,Medium,Medium,High,False,True,True
2579,Medium,Medium,High,High,True,True,True
2580,Medium,Medium,High,High,True,True,True
2581,Medium,Medium,High,Medium,True,False,True
2582,Medium,Medium,High,Medium,True,False,True
2583,Medium,Medium,High,High,True,True,True
2584,Medium,Medium,High,High,True,True,True
2586,Medium,Medium,High,High,True,True,True
2587,Medium,Medium,High,Medium,True,False,True
2588,Medium,Medium,High,Medium,True,False,True
2589,Medium,Medium,High,High,True,True,True
2591,Medium,Medium,High,High,True,True,True
2592,Medium,Medium,High,Medium,True,False,True
2593,Medium,Medium,High,High,True,True,True
2594,Medium,Medium,High,High,True,True,True
2597,Medium,Medium,High,High,True,True,True
2598,Medium,Medium,High,High,True,True,True
2599,Medium,Medium,High,High,True,True,True
2601,Medium,Medium,High,Medium,True,False,True
2602,Medium,Medium,High,Medium,True,False,True
2603,Medium,Medium,High,Medium,True,False,True
2604,Medium,Medium,High,Medium,True,False,True
2605,Medium,Medium,High,High,True,True,True
2606,Medium,Medium,High,Medium,True,False,True
2607,Medium,Medium,High,Medium,True,False,True
2608,Medium,Medium,High,High,True,True,True
2609,Medium,Medium,High,Medium,True,False,True
2610,Medium,Medium,High,Medium,True,False,True
2611,Medium,Medium,Medium,High,False,True,True
2613,Medium,Medium,High,High,True,True,True
2614,Medium,Medium,High,Medium,True,False,True
2615,Medium,Medium,High,High,True,True,True
2616,Medium,Medium,High,High,True,True,True
2617,Medium,Medium,High,Medium,True,False,True
2618,Medium,Medium,High,Medium,True,False,True
2619,Medium,Medium,High,Medium,True,False,True
2620,Medium,Medium,High,High,True,True,True
2621,Medium,Medium,High,High,True,True,True
2622,Medium,Medium,High,High,True,True,True
2623,Medium,Medium,High,High,True,True,True
2624,Medium,Medium,High,Medium,True,False,True
2625,Medium,Medium,High,High,True,True,True
2626,Medium,Medium,High,High,True,True,True
2627,Medium,Medium,High,High,True,True,True
2628,Medium,Medium,Low,Medium,True,False,True
2629,Medium,Medium,High,Medium,True,False,True
2630,Medium,Medium,High,Medium,True,False,True
2631,Medium,Medium,Medium,High,False,True,True
2632,Medium,Medium,High,High,True,True,True
2633,Medium,Medium,High,High,True,True,True
2634,Medium,Medium,High,High,True,True,True
2635,Medium,Medium,High,High,True,True,True
2636,Medium,Medium,High,High,True,True,True
2637,Medium,Medium,High,Medium,True,False,True
2638,Medium,Medium,High,High,True,True,True
2639,Medium,Medium,High,High,True,True,True
2640,Medium,Medium,High,High,True,True,True
2642,Medium,Medium,High,High,True,True,True
2645,Medium,Medium,High,High,True,True,True
2646,Medium,Medium,High,Medium,True,False,True
2648,Medium,Medium,High,Medium,True,False,True
2649,Medium,Medium,High,Medium,True,False,True
2650,Medium,Medium,High,Medium,True,False,True
2651,Medium,Medium,High,Medium,True,False,True
2652,Medium,Medium,High,Medium,True,False,True
2653,Medium,Medium,High,Medium,True,False,True
2654,Medium,Medium,High,Medium,True,False,True
2655,Medium,Medium,High,Medium,True,False,True
2656,Medium,Medium,High,Medium,True,False,True
2657,Medium,Medium,High,High,True,True,True
2658,Medium,Medium,High,Medium,True,False,True
2659,Medium,Medium,High,Medium,True,False,True
2660,Medium,Medium,High,Medium,True,False,True
2661,Medium,Medium,High,High,True,True,True
2662,Medium,Medium,High,Medium,True,False,True
2663,Medium,Medium,High,Medium,True,False,True
2665,Medium,Medium,High,Medium,True,False,True
2666,Medium,Medium,High,Medium,True,False,True
2667,Medium,Medium,High,Medium,True,False,True
2668,Medium,Medium,High,Medium,True,False,True
2669,Medium,Medium,High,High,True,True,True
2670,Medium,Medium,High,Medium,True,False,True
2671,Medium,Medium,High,High,True,True,True
2672,Medium,Medium,High,Medium,True,False,True
2673,Medium,Medium,High,High,True,True,True
2674,Medium,Medium,High,High,True,True,True
2676,Medium,Medium,Medium,High,False,True,True
2677,Medium,Medium,High,High,True,True,True
2678,Medium,Medium,High,High,True,True,True
2679,Medium,Medium,Low,Medium,True,False,True
2680,Medium,Medium,High,High,True,True,True
2681,Medium,Medium,High,Medium,True,False,True
2682,Medium,Medium,High,Medium,True,False,True
2683,Medium,Medium,High,Medium,True,False,True
2685,Medium,Medium,High,High,True,True,True
2686,Medium,Medium,High,Medium,True,False,True
2688,Medium,Medium,High,High,True,True,True
2689,Medium,Medium,High,High,True,True,True
2690,Medium,Medium,Medium,High,False,True,True
2691,Medium,Medium,High,Medium,True,False,True
2692,Medium,Medium,High,High,True,True,True
2693,Medium,Medium,High,High,True,True,True
2694,Medium,Medium,High,High,True,True,True
2695,Medium,Medium,High,High,True,True,True
2696,Medium,Medium,High,High,True,True,True
2697,Medium,Medium,High,High,True,True,True
2698,Medium,Medium,High,High,True,True,True
2699,Medium,Medium,High,High,True,True,True
2701,Medium,Medium,High,High,True,True,True
2702,Medium,Medium,High,High,True,True,True
2703,Medium,Medium,Medium,High,False,True,True
2704,Medium,Medium,High,High,True,True,True
2705,Medium,Medium,High,High,True,True,True
2706,Medium,Medium,High,High,True,True,True
2707,Medium,Medium,Medium,High,False,True,True
2708,Medium,Medium,High,High,True,True,True
2709,Medium,Medium,High,High,True,True,True
2710,Medium,Medium,High,High,True,True,True
2711,Medium,Medium,Medium,High,False,True,True
2712,Medium,Medium,High,High,True,True,True
2713,Medium,Medium,High,High,True,True,True
2714,Medium,Medium,High,High,True,True,True
2715,Medium,Medium,High,Medium,True,False,True
2716,Medium,Medium,Medium,High,False,True,True
2718,Medium,Medium,High,High,True,True,True
2719,Medium,Medium,High,High,True,True,True
2720,Medium,Medium,High,High,True,True,True
2721,Medium,Medium,High,Medium,True,False,True
2722,Medium,Medium,Medium,Low,False,True,True
2723,Medium,Medium,High,Medium,True,False,True
2724,Medium,Medium,High,Medium,True,False,True
2725,Medium,Medium,High,Medium,True,False,True
2726,Medium,Medium,High,High,True,True,True
2727,Medium,Medium,High,Medium,True,False,True
2730,Medium,Medium,High,Medium,True,False,True
2731,Medium,Medium,High,High,True,True,True
2733,Medium,Medium,High,Medium,True,False,True
2734,Medium,Medium,High,High,True,True,True
2735,Medium,Medium,High,High,True,True,True
2737,Medium,Medium,High,High,True,True,True
2738,Medium,Medium,High,High,True,True,True
2739,Medium,Medium,High,High,True,True,True
2740,Medium,Medium,High,High,True,True,True
2741,Medium,Medium,High,High,True,True,True
2743,Medium,Medium,High,Medium,True,False,True
2744,Medium,Medium,High,Medium,True,False,True
2745,Medium,Medium,High,Medium,True,False,True
2746,Medium,Medium,High,High,True,True,True
2747,Medium,Medium,High,Medium,True,False,True
2748,Medium,Medium,High,Medium,True,False,True
2749,Medium,Medium,High,High,True,True,True
2750,Medium,Medium,High,Medium,True,False,True
2751,Medium,Medium,High,High,True,True,True
2752,Medium,Medium,High,Medium,True,False,True
2753,Medium,Medium,High,High,True,True,True
2754,Medium,Medium,High,Medium,True,False,True
2755,Medium,Medium,High,High,True,True,True
2756,Medium,Medium,High,Medium,True,False,True
2757,Medium,Medium,High,Medium,True,False,True
2758,Medium,Medium,High,Medium,True,False,True
2759,Medium,Medium,High,Medium,True,False,True
2760,Medium,Medium,High,Medium,True,False,True
2761,Medium,Medium,High,Medium,True,False,True
2762,Medium,Medium,High,Medium,True,False,True
2763,Medium,Medium,High,Medium,True,False,True
2765,Medium,Medium,High,Medium,True,False,True
2766,Medium,Medium,High,High,True,True,True
2767,Medium,Medium,High,Medium,True,False,True
2768,Medium,Medium,High,Medium,True,False,True
2769,Medium,Medium,High,High,True,True,True
2771,Medium,Medium,High,Medium,True,False,True
2772,Medium,Medium,High,Medium,True,False,True
2773,Medium,Medium,High,Medium,True,False,True
2775,Medium,Medium,High,High,True,True,True
2776,Medium,Medium,High,Medium,True,False,True
2777,Medium,Medium,High,High,True,True,True
2778,Medium,Medium,High,High,True,True,True
2779,Medium,Medium,High,High,True,True,True
2780,Medium,Medium,High,High,True,True,True
2781,Medium,Medium,High,Medium,True,False,True
2782,Medium,Medium,High,High,True,True,True
2783,Medium,Medium,High,Medium,True,False,True
2784,Medium,Medium,High,Medium,True,False,True
2785,Medium,Medium,High,High,True,True,True
2786,Medium,Medium,High,Medium,True,False,True
2787,Medium,Medium,High,Medium,True,False,True
2788,Medium,Medium,High,Medium,True,False,True
2789,Medium,Medium,High,High,True,True,True
2790,Medium,Medium,High,High,True,True,True
2791,Medium,Medium,High,Medium,True,False,True
2792,Medium,Medium,Low,Low,True,True,True
2795,Medium,Medium,High,Medium,True,False,True
2797,Medium,Medium,Low,Medium,True,False,True
2798,Medium,Medium,High,High,True,True,True
2799,Medium,Medium,High,Medium,True,False,True
2800,Medium,Medium,High,High,True,True,True
2801,Medium,Medium,High,Medium,True,False,True
2802,Medium,Medium,High,Medium,True,False,True
2804,Medium,Medium,High,Medium,True,False,True
2805,Medium,Medium,High,High,True,True,True
2806,Medium,Medium,High,Medium,True,False,True
2807,Medium,Medium,High,Medium,True,False,True
2808,Medium,Medium,High,High,True,True,True
2809,Medium,Medium,High,Medium,True,False,True
2810,Medium,Medium,High,Medium,True,False,True
2812,Medium,Medium,Medium,High,False,True,True
2813,Medium,Medium,High,Medium,True,False,True
2816,Medium,Medium,High,High,True,True,True
2817,Medium,Medium,High,High,True,True,True
2818,Medium,Medium,Medium,High,False,True,True
2819,Medium,Medium,High,Medium,True,False,True
2820,Medium,Medium,High,High,True,True,True
2821,Medium,Medium,Low,Medium,True,False,True
2822,Medium,Medium,High,Medium,True,False,True
2823,Medium,Medium,High,High,True,True,True
2824,Medium,Medium,High,High,True,True,True
2825,Medium,Medium,High,Medium,True,False,True
2826,Medium,Medium,Medium,High,False,True,True
2827,Medium,Medium,High,High,True,True,True
2828,Medium,Medium,High,Medium,True,False,True
2829,Medium,Medium,High,High,True,True,True
2830,Medium,Medium,High,Medium,True,False,True
2831,Medium,Medium,Medium,High,False,True,True
2832,Medium,Medium,High,Medium,True,False,True
2833,Medium,Medium,High,High,True,True,True
2834,Medium,Medium,High,Medium,True,False,True
2835,Medium,Medium,High,High,True,True,True
2836,Medium,Medium,High,High,True,True,True
2838,Medium,Medium,High,High,True,True,True
2839,Medium,Medium,High,High,True,True,True
2841,Medium,Medium,High,Medium,True,False,True
2842,Medium,Medium,High,Medium,True,False,True
2844,Medium,Medium,High,High,True,True,True
2845,Medium,Medium,High,High,True,True,True
2846,Medium,Medium,High,High,True,True,True
2847,Medium,Medium,High,Medium,True,False,True
2848,Medium,Medium,High,Medium,True,False,True
2849,Medium,Medium,High,High,True,True,True
2850,Medium,Medium,High,Medium,True,False,True
2851,Medium,Medium,High,High,True,True,True
2852,Medium,Medium,High,High,True,True,True
2853,Medium,Medium,High,High,True,True,True
2854,Medium,Medium,High,High,True,True,True
2855,Medium,Medium,High,Medium,True,False,True
2856,Medium,Medium,High,High,True,True,True
2857,Medium,Medium,High,High,True,True,True
2858,Medium,Medium,High,High,True,True,True
